ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
,simple,woo-import-0075,SwiftPack Studio Backpacks 842K42,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.48,18,13,10,1,,,186.66,Travel and Luggage > Backpacks,,,,,,,,,,,,
,simple,woo-import-0076,PrimeHome Ultra Travel Accessories 448P73,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.24,20,14,7,1,,,38.92,Travel and Luggage > Travel Accessories,,,,,,,,,,,,
,simple,woo-import-0077,AeroWear Pro Mens Sneakers 408J68,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.38,9,13,2,1,,,149.12,Shoes and Footwear > Mens Sneakers,,,,,,,,,,,,
,simple,woo-import-0078,AeroWear Pro Womens Heels 765Z28,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.11,9,7,6,1,,,100.47,Shoes and Footwear > Womens Heels,,,,,,,,,,,,
,simple,woo-import-0079,CoastLite Smart Running Shoes 521H61,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.59,7,11,10,1,,,38.09,Shoes and Footwear > Running Shoes,,,,,,,,,,,,
,simple,woo-import-0080,CoastLite Signature Boots 779Y59,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.67,16,14,4,1,,,34.13,Shoes and Footwear > Boots,,,,,,,,,,,,
,simple,woo-import-0081,TrueForm Compact Mens T-Shirts 909U12,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,4.35,19,6,10,1,,,249.08,Clothing > Mens T-Shirts,,,,,,,,,,,,
,simple,woo-import-0082,SilverOak Deluxe Womens Dresses 791I74,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.38,5,15,9,1,,,197.79,Clothing > Womens Dresses,,,,,,,,,,,,
,simple,woo-import-0083,SilverOak Classic Kids Hoodies 125I83,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,4.44,13,6,1,1,,,132.94,Clothing > Kids Hoodies,,,,,,,,,,,,
,simple,woo-import-0084,ZenFit Modern Activewear 916P29,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,2.93,12,15,3,1,,,95.74,Clothing > Activewear,,,,,,,,,,,,
,simple,woo-import-0085,ZenFit Active Smartphones 883V66,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.78,7,10,1,1,,,302.80,Electronics > Smartphones,,,,,,,,,,,,
,simple,woo-import-0086,BlueLine Active Laptops 433T45,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.19,20,14,10,1,,,324.05,Electronics > Laptops,,,,,,,,,,,,
,simple,woo-import-0087,TerraCraft Premium Tablets 577X81,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,2.41,20,5,10,1,,,703.82,Electronics > Tablets,,,,,,,,,,,,
,simple,woo-import-0088,BrightPath Compact Headphones 647V60,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.27,9,9,1,1,,,830.66,Electronics > Headphones,,,,,,,,,,,,
,simple,woo-import-0089,PrimeHome Pro Kitchen Appliances 338H44,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.03,6,10,8,1,,,178.19,Home and Garden > Kitchen Appliances,,,,,,,,,,,,
,simple,woo-import-0090,TrueForm Heritage Bedding 476A14,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.87,8,12,10,1,,,236.06,Home and Garden > Bedding,,,,,,,,,,,,
,simple,woo-import-0091,ZenFit Deluxe Bathroom Accessories 743C92,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,5.39,9,13,10,1,,,10.50,Home and Garden > Bathroom Accessories,,,,,,,,,,,,
,simple,woo-import-0092,CoreVibe Eco Lighting 394Z41,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.05,12,5,10,1,,,163.26,Home and Garden > Lighting,,,,,,,,,,,,
,simple,woo-import-0093,CoastLite Ultra Camping Gear 759T20,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.63,8,6,3,1,,,106.13,Sports and Outdoors > Camping Gear,,,,,,,,,,,,
,simple,woo-import-0094,UrbanEdge Signature Cycling 650P80,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,0.64,17,15,4,1,,,25.89,Sports and Outdoors > Cycling,,,,,,,,,,,,
,simple,woo-import-0095,TrueForm Classic Fitness Equipment 317M46,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,5.20,10,6,10,1,,,82.22,Sports and Outdoors > Fitness Equipment,,,,,,,,,,,,
,simple,woo-import-0096,BrightPath Classic Team Sports 491K34,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,1.72,17,11,6,1,,,197.39,Sports and Outdoors > Team Sports,,,,,,,,,,,,
,simple,woo-import-0097,CoastLite Compact Skincare 810K24,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,4.70,12,5,3,1,,,153.45,Beauty and Personal Care > Skincare,,,,,,,,,,,,
,simple,woo-import-0098,TerraCraft Deluxe Makeup 841L71,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,0.51,13,6,10,1,,,67.38,Beauty and Personal Care > Makeup,,,,,,,,,,,,
,simple,woo-import-0099,SwiftPack Active Hair Care 645I81,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,3.02,12,14,10,1,,,120.78,Beauty and Personal Care > Hair Care,,,,,,,,,,,,
,simple,woo-import-0100,NovaTech Ultra Fragrances 646X82,1,0,visible,This is a simple product.,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante.",,,taxable,,1,,0,0,4.14,13,5,6,1,,,221.25,Beauty and Personal Care > Fragrances,,,,,,,,,,,,
